course_link,price,title,subject,level,institution,length,prerequisites,short_description,effort
"Discover how to use microorganisms and catalysts to create biobased products, and then learn how to market and sell those products in a profitable business model.","BSc in technology, engineering (and applied) sciences. You should have at least BSc level knowledge on courses and topics such as chemistry, mathematics and process engineering.",8 weeks,FREE,Biobased Processes and Implementation,Environmental Studies,100 hours,https://www.edx.org/course/biobased-processes-implementation-wageningenx-bb02x,Intermediate,WageningenX
"Learn about the principles underlying psychological therapy and the features and treatment of common mental disorders, including anxiety, depression and schizophrenia.",None,7 weeks,FREE,Introduction to Clinical Psychology,Social Sciences,1 - 2 hours per week,https://www.edx.org/course/introduction-clinical-psychology-uqx-psyc1030-3x,Introductory,UQx
Advance your Mandarin Chinese by tackling different topics in dynamic scenarios with extensive vocabulary and compound sentence structures.,Previous knowledge of Mandarin Chinese,6 weeks,FREE,Basic Mandarin Chinese â€“ Level 3,Language,4 hours per week,https://www.edx.org/course/basic-mandarin-chinese-level-3-mandarinx-mx103x-0,Intermediate,MandarinX
"Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.",None,7 weeks,FREE,The Opioid Crisis in America,Medicine,1-2 hours per week,https://www.edx.org/course/opioid-crisis-america-harvardx-hhp100,Introductory,HarvardX
"Learn key technologies and techniques, including R and Hadoop, to analyse large-scale data sets to uncover valuable business information.",None,10 weeks,FREE,Big Data Analytics,Computer Science,8-10 hours per week,https://www.edx.org/course/big-data-analytics-adelaidex-analysisx,Introductory,AdelaideX
Become familiar with nuclear reactor physics and understand what happens in the nuclear reactor core.,"Acquisition in math and general physics, basics of integration, first and second order differential equations, vector algebra, math analysis, basics of atomic physics.",6 weeks,FREE,Nuclear Reactor Physics Basics,Physics,3-4 hours per week,https://www.edx.org/course/nuclear-reactor-physics-basics-mephix-mephi005x,Intermediate,MEPhIx
"Never learned Linux? Want a refresh? Take this course free or get a verified certificate for $99!
 ",,8 weeks,FREE,Introduction to Linux,Computer Science,Most users will find that thoroughly covering the material will take anywhere from 40 to 60 hours,https://www.edx.org/course/introduction-linux-linuxfoundationx-lfs101x-1,Introductory,LinuxFoundationX
An introduction to the financial and management accounting skills needed to succeed in both MBA study and in business.,Secondary school (high school) maths,6 weeks,FREE,Accounting Essentials for MBA Success,Business & Management,3-4 hours per week,https://www.edx.org/course/accounting-essentials-mba-success-imperialx-icbs001,Introductory,ImperialX
"Discover and acquire the fundamental maths skills that you will need to use while studying an MBA program, from algebra to differentiation and geometric series.",Secondary school (high school) maths,6 weeks,FREE,Maths Essentials for MBA Success,Business & Management,2-3 hours per week,https://www.edx.org/course/maths-essentials-mba-success-imperialx-icbs003,Introductory,ImperialX
"Use the skills and knowledge gained in the Biobased Sciences for Sustainability MicroMasters Program to design a sustainable biobased process and evaluate the technological, societal and economic impact.","Successful completion of BB01x, BB02x, BB03x, BB04x and BB05x with a verified certificate for every course.",8 weeks,FREE,Biobased Sciences for Sustainability Capstone,Chemistry,15-20 hours per week,https://www.edx.org/course/biobased-sciences-sustainability-wageningenx-bb06x,Advanced,WageningenX
Learn how the protein you eat keeps you alive and healthy by powering key functions from metabolism to DNA replication.,Secondary (high school) chemistry and biology,5 weeks,FREE,Proteins: Biology's Workforce,Biology & Life Sciences,4-6 hours per week,https://www.edx.org/course/proteins-biologys-workforce-ricex-bioc300-1x-2,Intermediate,RiceX
"DNA carries the defining data for life in a simple genetic code that comes with its own â€œback-upâ€ù system. Explore DNA structure with us!
 ",High school chemistry and biology and BIOC300.1x OR understanding and knowledge of protein structure and function,6 weeks,FREE,DNA: Biologyâ€™s Genetic Code,Biology & Life Sciences,4-6 hours per week,https://www.edx.org/course/dna-biologys-genetic-code-ricex-bioc300-2x-1,Intermediate,RiceX
"Learn how to design, run, and analyze usability tests to help improve user experience.",,4 weeks,FREE,Evaluating Designs with Users,Design,3-4 hours per week,https://www.edx.org/course/evaluating-designs-users-michiganx-ux504x,Intermediate,MichiganX
Learn why people think and behave the way they do in social settings.,None,7 weeks,FREE,Introduction to Social Psychology,Social Sciences,1-2 hours per week,https://www.edx.org/course/introduction-social-psychology-uqx-psyc1030-1x,Introductory,UQx
"Learn why cities are key in resolving global urbanization and sustainability challenges and how you can engineer tomorrowâ€™s cities today.
 ",None,7 weeks,FREE,Sustainable Urban Development,Engineering,4-6 hours per week,https://www.edx.org/course/sustainable-urban-development-delftx-wageningenx-ams-urb-1x,Introductory,DelftX
An introduction to Berkeleyâ€™s signature method for problem-solving in the public interest.,"Recommended: Secondary school course(s) on social studies/civics and/or undergraduate course introduction to government; Basic undergraduate course(s) in political economy and/or microeconomics, encompassing coverage of fundamentals of economic efficiency.",6 weeks,FREE,Solving Public Policy Problems: UC Berkeleyâ€™s Eightfold Path,Social Sciences,3-4 hours per week,https://www.edx.org/course/solving-public-policy-problems-uc-uc-berkeleyx-policy01x-1,Introductory,UC BerkeleyX
"Learn about the structure, principles, instruments and challenges of Islamic finance and capital markets.
 ",None,4 weeks,FREE,Islamic Finance and Capital Markets,Economics & Finance,3-4 hours per week,https://www.edx.org/course/islamic-finance-capital-markets-irtix-ifcm101x-0,Introductory,IRTIx
Learn common Mandarin Chinese business phrases and understand Chinese culture so you can communicate professionally in the largest market in the world.,Missing,6 weeks,FREE,Mandarin Chinese for Business,Language,4 hours per week,https://www.edx.org/course/mandarin-chinese-business-mandarinx-mx801x-0,Intermediate,MandarinX
"In Part One of Women Have Always Worked, learn how women's work has changed the home, the workplace, and the nation from the Colonial Period through World War I.","Recommended for those with undergraduate level interest in history, labor, and gender.",10 weeks,FREE,Women Have Always Worked: The U.S. Experience 1700 â€“ 1920,History,4-6 hours per week,https://www.edx.org/course/women-have-always-worked-u-s-experience-columbiax-whaw1-1x,Intermediate,ColumbiaX
"Learn about the tools, processes and platforms that allow video game assets to be created and assembled into a commercial game.",None,5 weeks,FREE,Video Game Asset Creation and Process,Computer Science,3 hours per week,https://www.edx.org/course/video-game-asset-creation-process-ritx-game103x,Introductory,RITx
"Learn about magnetic resonance, from the physical principles of Nuclear Magnetic Resonance (NMR) to the basic concepts of image reconstruction (MRI).","It is recommended to have followed Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications. It is also recommended to have followed introductory physics at the Bachelor level and to be familiar with the concept of Fourier transformation.",6 weeks,FREE,Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),Physics,4-5 hours per week,https://www.edx.org/course/fundamentals-biomedical-imaging-magnetic-epflx-fndbioimg2x-0,Advanced,EPFLx
"Learn how principles of basic science are integrated into major biomedical imaging modalities and the different techniques used, such as X-ray computed tomography (CT), ultrasounds and positron emission tomography (PET).",It is recommended to have followed introductory physics at the Bachelor level and to be familiar with the concept of Fourier transformation.,7 weeks,FREE,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",Physics,4-5 hours per week,https://www.edx.org/course/fundamentals-biomedical-imaging-epflx-fndbioimgx-0,Advanced,EPFLx
"Learn which project management strategies, tools and techniques are most effective by analyzing evidence-based research.",Students are required to have completed EBM01x - Evidence Based Practice in Management. It is also recommended that students complete EBM06x â€“ Evidence Based Technology Management prior to taking this course. This course is a graduate level course that assumes an undergraduate degree level understanding in a non-cognate area.,6 weeks,FREE,Evidence-Based Project Management,Business & Management,8-10 hours per week,https://www.edx.org/course/evidence-based-project-management-anux-ebm07x,Intermediate,ANUx
Explore how entrepreneurship and innovation tackle complex social problems in emerging economies.,None,6 weeks,FREE,Entrepreneurship in Emerging Economies,Business & Management,3-5 hours per week,https://www.edx.org/course/entrepreneurship-emerging-economies-harvardx-sw47x,Introductory,HarvardX
Is the earth flat? Will this year be the hottest year ever? How fast is the rain forest disappearing? â€_ Learn about the crucial tools for measuring and monitoring our planet.,None,5 weeks,FREE,Sensing Planet Earth â€“ From Core to Outer Space,Energy & Earth Sciences,6 hours per week,https://www.edx.org/course/sensing-planet-earth-core-outer-space-chalmersx-chm003x-0,Introductory,ChalmersX
